HShedID,BINOMIAL
62408,Pseudosphronemus cupanus
62450,Pseudosphronemus cupanus
62517,Pseudosphronemus cupanus
62642,Pseudosphronemus cupanus
62665,Pseudosphronemus cupanus
62798,Pseudosphronemus cupanus
62835,Pseudosphronemus cupanus
62897,Pseudosphronemus cupanus
62930,Pseudosphronemus cupanus
62965,Pseudosphronemus cupanus
63003,Pseudosphronemus cupanus
63057,Pseudosphronemus cupanus
63071,Pseudosphronemus cupanus
63124,Pseudosphronemus cupanus
62062,Puntius arulius
62216,Puntius arulius
62454,Puntius arulius
62566,Puntius arulius
62597,Puntius arulius
62766,Puntius arulius
62930,Puntius arulius
62566,Puntius dorsalis
61682,Puntius fasciatus
61738,Puntius fasciatus
61859,Puntius fasciatus
62062,Puntius fasciatus
62068,Puntius fasciatus
62121,Puntius fasciatus
62172,Puntius fasciatus
62277,Puntius fasciatus
62302,Puntius fasciatus
62387,Puntius fasciatus
62387,Puntius fasciatus
62408,Puntius fasciatus
62488,Puntius fasciatus
62517,Puntius fasciatus
62517,Puntius fasciatus
62517,Puntius fasciatus
62580,Puntius fasciatus
62642,Puntius fasciatus
62684,Puntius fasciatus
62684,Puntius fasciatus
62799,Puntius fasciatus
62826,Puntius fasciatus
62836,Puntius fasciatus
62947,Puntius fasciatus
62965,Puntius fasciatus
63003,Puntius fasciatus
63038,Puntius fasciatus
63057,Puntius fasciatus
63071,Puntius fasciatus
63107,Puntius fasciatus
63107,Puntius fasciatus
63128,Puntius fasciatus
61598,Puntius filamentosus
61813,Puntius filamentosus
61983,Puntius filamentosus
62062,Puntius filamentosus
62068,Puntius filamentosus
62121,Puntius filamentosus
62215,Puntius filamentosus
62215,Puntius filamentosus
62277,Puntius filamentosus
62373,Puntius filamentosus
62408,Puntius filamentosus
62450,Puntius filamentosus
62488,Puntius filamentosus
62517,Puntius filamentosus
62527,Puntius filamentosus
62552,Puntius filamentosus
62580,Puntius filamentosus
62609,Puntius filamentosus
62610,Puntius filamentosus
62642,Puntius filamentosus
62664,Puntius filamentosus
62665,Puntius filamentosus
62674,Puntius filamentosus
62684,Puntius filamentosus
62798,Puntius filamentosus
62798,Puntius filamentosus
62798,Puntius filamentosus
62799,Puntius filamentosus
62822,Puntius filamentosus
62826,Puntius filamentosus
62829,Puntius filamentosus
62897,Puntius filamentosus
62930,Puntius filamentosus
62937,Puntius filamentosus
62965,Puntius filamentosus
62974,Puntius filamentosus
62980,Puntius filamentosus
63003,Puntius filamentosus
63038,Puntius filamentosus
63044,Puntius filamentosus
63057,Puntius filamentosus
63086,Puntius filamentosus
63107,Puntius filamentosus
63124,Puntius filamentosus
63128,Puntius filamentosus
63134,Puntius filamentosus
63146,Puntius filamentosus
60951,Puntius jerdoni
61624,Puntius jerdoni
61953,Puntius jerdoni
62216,Puntius jerdoni
62228,Puntius jerdoni
62454,Puntius jerdoni
62517,Puntius jerdoni
62597,Puntius jerdoni
62664,Puntius jerdoni
62766,Puntius jerdoni
62826,Puntius jerdoni
62930,Puntius jerdoni
63003,Puntius jerdoni
63057,Puntius jerdoni
62527,Puntius mahecola
62532,Puntius mahecola
62594,Puntius mahecola
62766,Puntius mahecola
62826,Puntius mahecola
62897,Puntius mahecola
62897,Puntius mahecola
62965,Puntius mahecola
63038,Puntius mahecola
63038,Puntius mahecola
63057,Puntius mahecola
63107,Puntius mahecola
62542,Puntius parrah
62835,Puntius parrah
63057,Puntius parrah
63107,Puntius parrah
62496,Salmophasia horai
60441,Thynnichthys sandkhol
62188,Balitora mysorensis
62216,Balitora mysorensis
62572,Balitora mysorensis
62664,Balitora mysorensis
62726,Balitora mysorensis
62947,Balitora mysorensis
63003,Balitora mysorensis
62572,Barbodes carnaticus
62597,Barbodes carnaticus
62642,Barbodes carnaticus
62664,Barbodes carnaticus
62965,Barbodes carnaticus
63003,Barbodes carnaticus
63086,Barbodes carnaticus
63107,Barbodes carnaticus
63124,Barbodes carnaticus
62062,Barilius canarensis
62062,Batasio sharavatiensis
62947,Crossocheilus periyarensis
62835,Devario fraseri
62684,Esomus thermoicos
62829,Esomus thermoicos
63086,Esomus thermoicos
62062,Garra gotyla stenorhynchus
62572,Garra gotyla stenorhynchus
62597,Garra gotyla stenorhynchus
62642,Garra gotyla stenorhynchus
62684,Garra gotyla stenorhynchus
62684,Garra menoni
62829,Garra menoni
62947,Garra periyarensis
62826,Garra surendranathanii
62836,Garra surendranathanii
62965,Garra surendranathanii
63003,Garra surendranathanii
62572,Glyptothorax anamalaiensis
62642,Glyptothorax anamalaiensis
62684,Glyptothorax anamalaiensis
62799,Glyptothorax anamalaiensis
63003,Glyptothorax anamalaiensis
62216,Glyptothorax kudremukhensis
60370,Glyptothorax lonah
62454,Glyptothorax lonah
62826,Glyptothorax lonah
62216,Hemibagrus punctatus
62572,Hemibagrus punctatus
62597,Hemibagrus punctatus
62642,Hemibagrus punctatus
62664,Hemibagrus punctatus
62798,Hemibagrus punctatus
62664,Homaloptera menoni
62684,Homaloptera menoni
62684,Homaloptera montana
62826,Homaloptera montana
62684,Homaloptera pillaii
62947,Homaloptera santhampariensis
61900,Horabagrus brachysoma
61970,Horabagrus brachysoma
62798,Horabagrus brachysoma
62826,Horabagrus brachysoma
62835,Horabagrus brachysoma
62897,Horabagrus brachysoma
63003,Horabagrus brachysoma
63057,Horabagrus brachysoma
62826,Horabagrus nigricollaris
62836,Horabagrus nigricollaris
62798,Horaglanis alikunhii
63044,Horalabiosa joshuai
63086,Horalabiosa joshuai
62572,Hypselobarbus dobsoni
62799,Hypselobarbus dobsoni
63086,Hypselobarbus dobsoni
63124,Hypselobarbus dobsoni
62018,Hypselobarbus kolus
62062,Hypselobarbus kolus
62118,Hypselobarbus kolus
62216,Hypselobarbus kolus
62826,Hypselobarbus kolus
62836,Hypselobarbus kolus
62897,Hypselobarbus kolus
63086,Hypselobarbus kolus
62642,Hypselobarbus lithopidos
62947,Hypselobarbus lithopidos
62572,Hypselobarbus micropogon
62597,Hypselobarbus micropogon
62947,Hypselobarbus periyarensis
62930,Labeo dussumieri
62684,Laubuca dadiburjori
62642,Laubuca fasciata
62684,Laubuca fasciata
62826,Laubuca fasciata
62835,Laubuca fasciata
62897,Laubuca fasciata
62930,Laubuca fasciata
63003,Laubuca fasciata
62947,Lepidopygopsis typus
62829,mesonoemacheilus pambarensis
62684,Mesonoemacheilus remadevii
62642,Monopterus digressus
62930,Monopterus eapeni
62930,Monopterus roseni
62798,Mystus occulatus
62826,Mystus occulatus
62835,Mystus occulatus
62897,Mystus occulatus
63003,Mystus occulatus
63057,Mystus occulatus
61813,Nemacheilus anguilla
62018,Nemacheilus anguilla
62062,Nemacheilus anguilla
62118,Nemacheilus anguilla
62216,Nemacheilus anguilla
62965,Nemacheilus anguilla
62373,Nemacheilus guntheri
62408,Nemacheilus guntheri
62517,Nemacheilus guntheri
62572,Nemacheilus guntheri
62642,Nemacheilus guntheri
62664,Nemacheilus guntheri
62684,Nemacheilus guntheri
62798,Nemacheilus guntheri
62826,Nemacheilus guntheri
62829,Nemacheilus guntheri
62836,Nemacheilus guntheri
62897,Nemacheilus guntheri
62930,Nemacheilus guntheri
62965,Nemacheilus guntheri
63003,Nemacheilus guntheri
63057,Nemacheilus guntheri
63124,Nemacheilus guntheri
62836,Nemacheilus keralensis
62930,Nemacheilus keralensis
62947,Nemacheilus keralensis
62965,Nemacheilus keralensis
62454,Nemacheilus kodaguensis
62947,Nemacheilus menoni
62572,Nemacheilus monilis
62597,Nemacheilus monilis
62664,Nemacheilus monilis
62829,Nemacheilus monilis
60790,Nemacheilus mooreh
62947,Nemacheilus periyarensis
62826,Osteocheilus longidorsalis
62836,Osteocheilus longidorsalis
62642,Osterobrama bakeri
62798,Osterobrama bakeri
62826,Osterobrama bakeri
62835,Osterobrama bakeri
62897,Osterobrama bakeri
62930,Osterobrama bakeri
62947,Osterobrama bakeri
62965,Osterobrama bakeri
63003,Osterobrama bakeri
63057,Osterobrama bakeri
63071,Osterobrama bakeri
62642,Pangio goaensis
62826,Pseudeutropius mitchelli
62835,Pseudeutropius mitchelli
63003,Pseudeutropius mitchelli
61066,Pterocryptis wynaadensis
61859,Pterocryptis wynaadensis
62003,Pterocryptis wynaadensis
62024,Pterocryptis wynaadensis
62408,Pterocryptis wynaadensis
62566,Pterocryptis wynaadensis
62580,Pterocryptis wynaadensis
62597,Pterocryptis wynaadensis
63086,Pterocryptis wynaadensis
61859,Puntius bimaculatus
62188,Puntius bimaculatus
62216,Puntius bimaculatus
62597,Puntius bimaculatus
62826,Puntius bimaculatus
63086,Puntius bimaculatus
62826,Puntius chalakkudiensis
62836,Puntius chalakkudiensis
60790,Puntius deccanensis
62408,Puntius denisonii
62450,Puntius denisonii
62517,Puntius denisonii
62642,Puntius denisonii
62684,Puntius denisonii
62897,Puntius muvattupuzhaensis
62947,Puntius ophicephalus
62572,Puntius pookodensis
61135,Puntius sahyadriensis
61859,Puntius sahyadriensis
61920,Puntius sahyadriensis
62062,Puntius sahyadriensis
62188,Puntius sahyadriensis
62018,Schistura nagodiensis
62062,Schistura nagodiensis
62018,Schistura sharavatiensis
62062,Schistura sharavatiensis
63057,Tor malabaricus
63086,Tor malabaricus
62826,Travancoria elongata
62836,Travancoria elongata
62826,Travancoria jonesi
62836,Travancoria jonesi
60790,Barilius evezardi
61394,Barilius evezardi
61737,Bathygobius fuscus
62172,Betadevario ramachandrani
61135,Botia striata
61394,Botia striata
62188,Botia striata
62216,Botia striata
62387,Carinatetraodon imitator
61920,Carinotetraodon travancoricus
62798,Carinotetraodon travancoricus
62835,Carinotetraodon travancoricus
60637,Cirrhinus fulungee
60790,Cirrhinus fulungee
60951,Cirrhinus fulungee
61093,Cirrhinus fulungee
61135,Cirrhinus fulungee
61394,Cirrhinus fulungee
62003,Cirrhinus fulungee
62018,Cirrhinus fulungee
62062,Cirrhinus fulungee
62118,Cirrhinus fulungee
62188,Cirrhinus fulungee
62216,Cirrhinus fulungee
60370,Cirrhinus reba
60700,Cirrhinus reba
60790,Cirrhinus reba
60951,Cirrhinus reba
61394,Cirrhinus reba
61813,Cirrhinus reba
62003,Cirrhinus reba
62118,Cirrhinus reba
62216,Cirrhinus reba
62491,Cirrhinus reba
62566,Cirrhinus reba
62571,Cirrhinus reba
62610,Cirrhinus reba
62961,Cirrhinus reba
62062,Dayella malabarica
62642,Dayella malabarica
62684,Dayella malabarica
62826,Dayella malabarica
62897,Dayella malabarica
62930,Dayella malabarica
62387,Etroplus canarensis
60790,Eutropiichthys goongwaree
62665,Ambassis dussumieri
62642,Ambassis gymnocephalus
61710,Ambassis interrupta
60951,garra bicornuta
61135,garra bicornuta
61394,garra bicornuta
62003,garra bicornuta
62188,garra bicornuta
62216,garra bicornuta
62664,Osteochilichthys brevidorsalis
62516,Puntius mudumalaiensis
62597,Puntius mudumalaiensis
60790,Salmophasia acinaces
62491,Salmophasia acinaces
62496,Salmophasia acinaces
62527,Salmophasia acinaces
62566,Salmophasia acinaces
62597,Salmophasia acinaces
62610,Salmophasia acinaces
62826,Salmophasia acinaces
62829,Salmophasia acinaces
62897,Salmophasia acinaces
60370,Tor khudree
60951,Tor khudree
61093,Tor khudree
61135,Tor khudree
61394,Tor khudree
62062,Tor khudree
62188,Tor khudree
62302,Tor khudree
62527,Tor khudree
62566,Tor khudree
62597,Tor khudree
62726,Tor khudree
62826,Tor khudree
62836,Tor khudree
62947,Tor khudree
62961,Tor khudree
62965,Tor khudree
63057,Tor khudree
60370,Osteobrama vigorsii
60700,Osteobrama vigorsii
60790,Osteobrama vigorsii
60951,Osteobrama vigorsii
61093,Osteobrama vigorsii
61135,Osteobrama vigorsii
61394,Osteobrama vigorsii
60599,Monopterus indicus
60769,Monopterus indicus
60790,Monopterus indicus
61135,Monopterus indicus
60700,Labeo potail
60790,Labeo potail
62003,Labeo potail
62118,Labeo potail
62216,Labeo potail
62572,Labeo potail
62664,Labeo potail
60790,Gagata itchkeea
60951,Gagata itchkeea
61394,Gagata itchkeea
62118,Gagata itchkeea
62062,Barilius bakeri
62642,Barilius bakeri
62947,Barilius bakeri
62965,Barilius bakeri
63003,Barilius bakeri
63071,Barilius bakeri
63086,Barilius bakeri
63128,Barilius bakeri
62454,Puntius cauveriensis
62491,Puntius cauveriensis
62566,Puntius cauveriensis
62610,Puntius cauveriensis
62726,Puntius cauveriensis
62798,Puntius cauveriensis
62454,Puntius assimilis
62664,Puntius assimilis
62826,Puntius assimilis
63057,Puntius assimilis
61135,Labeo fimbriatus
61859,Labeo fimbriatus
62961,Labeo fimbriatus
62826,Pseudosphromenus dayi
62897,Pseudosphromenus dayi
62930,Pseudosphromenus dayi
60370,Proeutropiichthys taakree
60700,Proeutropiichthys taakree
60790,Proeutropiichthys taakree
61135,Proeutropiichthys taakree
61394,Proeutropiichthys taakree
62003,Proeutropiichthys taakree
62003,Balitora mysorensis
62491,Balitora mysorensis
62566,Balitora mysorensis
62597,Balitora mysorensis
62610,Balitora mysorensis
62799,Balitora mysorensis
62835,Balitora mysorensis
62836,Balitora mysorensis
62965,Balitora mysorensis
62491,Barbodes carnaticus
62542,Barbodes carnaticus
62566,Barbodes carnaticus
62609,Barbodes carnaticus
62610,Barbodes carnaticus
62930,Barbodes carnaticus
62947,Barbodes carnaticus
63044,Barbodes carnaticus
61919,Barilius canarensis
61970,Barilius canarensis
61919,Batasio sharavatiensis
61970,Batasio sharavatiensis
62003,Batasio sharavatiensis
62041,Batasio sharavatiensis
62188,Batasio sharavatiensis
62216,Batasio sharavatiensis
62835,Crossocheilus periyarensis
62836,Crossocheilus periyarensis
62836,Devario fraseri
62947,Devario fraseri
62835,Esomus thermoicos
62947,Esomus thermoicos
62764,Esomus thermoicos
62787,Esomus thermoicos
62835,Esomus thermoicos
62947,Esomus thermoicos
63044,Esomus thermoicos
61919,Garra gotyla stenorhynchus
61970,Garra gotyla stenorhynchus
62491,Garra gotyla stenorhynchus
62566,Garra gotyla stenorhynchus
62609,Garra gotyla stenorhynchus
62610,Garra gotyla stenorhynchus
62664,Garra gotyla stenorhynchus
61919,Garra gotyla stenorhynchus
61970,Garra gotyla stenorhynchus
62228,Garra gotyla stenorhynchus
62290,Garra gotyla stenorhynchus
62351,Garra gotyla stenorhynchus
62491,Garra gotyla stenorhynchus
62566,Garra gotyla stenorhynchus
62609,Garra gotyla stenorhynchus
62610,Garra gotyla stenorhynchus
62664,Garra gotyla stenorhynchus
62764,Garra menoni
62787,Garra menoni
62835,Garra periyarensis
62836,Garra periyarensis
62835,Garra surendranathanii
62947,Garra surendranathanii
62491,Glyptothorax anamalaiensis
62566,Glyptothorax anamalaiensis
62726,Glyptothorax anamalaiensis
62764,Glyptothorax anamalaiensis
62003,Glyptothorax kudremukhensis
62188,Glyptothorax kudremukhensis
60203,Glyptothorax lonah
60441,Glyptothorax lonah
60472,Glyptothorax lonah
60505,Glyptothorax lonah
60549,Glyptothorax lonah
60610,Glyptothorax lonah
60637,Glyptothorax lonah
60656,Glyptothorax lonah
60700,Glyptothorax lonah
60790,Glyptothorax lonah
60951,Glyptothorax lonah
61093,Glyptothorax lonah
61135,Glyptothorax lonah
61245,Glyptothorax lonah
61394,Glyptothorax lonah
61473,Glyptothorax lonah
61506,Glyptothorax lonah
61551,Glyptothorax lonah
61567,Glyptothorax lonah
61624,Glyptothorax lonah
61728,Glyptothorax lonah
61738,Glyptothorax lonah
61744,Glyptothorax lonah
61813,Glyptothorax lonah
61859,Glyptothorax lonah
61920,Glyptothorax lonah
61953,Glyptothorax lonah
62003,Glyptothorax lonah
62041,Glyptothorax lonah
62062,Glyptothorax lonah
62188,Glyptothorax lonah
62216,Glyptothorax lonah
62290,Glyptothorax lonah
62302,Glyptothorax lonah
62351,Glyptothorax lonah
62387,Glyptothorax lonah
62491,Glyptothorax lonah
62496,Glyptothorax lonah
62542,Glyptothorax lonah
62566,Glyptothorax lonah
62572,Glyptothorax lonah
62597,Glyptothorax lonah
62642,Glyptothorax lonah
62664,Glyptothorax lonah
62665,Glyptothorax lonah
62684,Glyptothorax lonah
62726,Glyptothorax lonah
62766,Glyptothorax lonah
62799,Glyptothorax lonah
62835,Glyptothorax lonah
62597,Homaloptera menoni
62610,Homaloptera menoni
62835,Homaloptera montana
62836,Homaloptera montana
62835,Homaloptera santhampariensis
62836,Homaloptera santhampariensis
61904,Horabagrus brachysoma
61919,Horabagrus brachysoma
61920,Horabagrus brachysoma
62062,Horabagrus brachysoma
62277,Horabagrus brachysoma
62302,Horabagrus brachysoma
62387,Horabagrus brachysoma
62642,Horabagrus brachysoma
62836,Horabagrus brachysoma
62930,Horabagrus brachysoma
62965,Horabagrus brachysoma
62835,Horabagrus nigricollaris
62947,Horabagrus nigricollaris
62826,Horaglanis alikunhii
62491,Hypselobarbus dobsoni
62542,Hypselobarbus dobsoni
62566,Hypselobarbus dobsoni
62726,Hypselobarbus dobsoni
62766,Hypselobarbus dobsoni
63044,Hypselobarbus dobsoni
61624,Hypselobarbus kolus
61744,Hypselobarbus kolus
61953,Hypselobarbus kolus
62003,Hypselobarbus kolus
62024,Hypselobarbus kolus
62041,Hypselobarbus kolus
62188,Hypselobarbus kolus
62228,Hypselobarbus kolus
62290,Hypselobarbus kolus
62351,Hypselobarbus kolus
62384,Hypselobarbus kolus
62387,Hypselobarbus kolus
62427,Hypselobarbus kolus
62431,Hypselobarbus kolus
62453,Hypselobarbus kolus
62454,Hypselobarbus kolus
62468,Hypselobarbus kolus
62491,Hypselobarbus kolus
62496,Hypselobarbus kolus
62507,Hypselobarbus kolus
62539,Hypselobarbus kolus
62542,Hypselobarbus kolus
62553,Hypselobarbus kolus
62556,Hypselobarbus kolus
62566,Hypselobarbus kolus
62571,Hypselobarbus kolus
62572,Hypselobarbus kolus
62597,Hypselobarbus kolus
62610,Hypselobarbus kolus
62642,Hypselobarbus kolus
62664,Hypselobarbus kolus
62665,Hypselobarbus kolus
62674,Hypselobarbus kolus
62684,Hypselobarbus kolus
62726,Hypselobarbus kolus
62764,Hypselobarbus kolus
62766,Hypselobarbus kolus
62787,Hypselobarbus kolus
62798,Hypselobarbus kolus
62799,Hypselobarbus kolus
62829,Hypselobarbus kolus
62835,Hypselobarbus kolus
62930,Hypselobarbus kolus
62947,Hypselobarbus kolus
62961,Hypselobarbus kolus
62965,Hypselobarbus kolus
62974,Hypselobarbus kolus
63003,Hypselobarbus kolus
63044,Hypselobarbus kolus
63057,Hypselobarbus kolus
62609,Hypselobarbus lithopidos
62835,Hypselobarbus lithopidos
62836,Hypselobarbus lithopidos
62491,Hypselobarbus micropogon
62542,Hypselobarbus micropogon
62835,Labeo dussumieri
62836,Labeo dussumieri
62897,Labeo dussumieri
62947,Labeo dussumieri
62965,Labeo dussumieri
63003,Labeo dussumieri
60435,Laubuca dadiburjori
60454,Laubuca dadiburjori
60534,Laubuca dadiburjori
60594,Laubuca dadiburjori
60599,Laubuca dadiburjori
60656,Laubuca dadiburjori
60679,Laubuca dadiburjori
60733,Laubuca dadiburjori
